PRESENT_SN,DGM_NM,DGM_AR,DGM_LT,geometry,lon,lat,category,소유주체,주차면수
46230UQ152PS201202010003,기타 주차장시설,344,174,POINT (127.5842466468615 34.97703873009804),127.5842466,34.97703873,주차장,군유지,13.0
46230UQ152PS201202010002,기타 주차장시설,483,94,POINT (127.5838975833261 34.9783680381622),127.5838976,34.97836804,주차장,군유지,16.0
46230UQ152PS201202010109,노외주차장,1612,167,POINT (127.7513775866315 34.9457556003597),127.75137759999998,34.945755600000005,주차장,,54.0
46230UQ152PS201202010106,노외주차장,305,70,POINT (127.7027049702007 34.98893978682275),127.70270500000001,34.98893979,주차장,군유지,12.0
46230UQ152PS201202010105,기타 주차장시설,4608,286,POINT (127.6896377942097 34.93744594755481),127.6896378,34.93744595,주차장,군유지,98.0
46230UQ152PS201202010103,노외주차장,623,98,POINT (127.6597185657973 34.91934373001815),127.6597186,34.91934373,주차장,개인,22.0
46230UQ152PS201202010101,노외주차장,578,101,POINT (127.6391289444474 34.91278284414499),127.63912890000002,34.91278284,주차장,,20.0
46230UQ152PS201202010100,기타 주차장시설,1897,195,POINT (127.6010612760857 34.96486869980086),127.60106129999998,34.964868700000004,주차장,군유지,63.0
46230UQ152PS201202010097,노외주차장,1970,174,POINT (127.5766423259586 34.97438805103419),127.57664229999999,34.97438805,주차장,군유지,66.0
46230UQ152PS201202010096,기타 주차장시설,1151,183,POINT (127.7154642765877 34.96410361123706),127.7154643,34.96410361,주차장,군유지,38.0
46230UQ152PS201202010094,노외주차장,958,130,POINT (127.6968828024896 34.93059416604483),127.6968828,34.93059417,주차장,군유지,30.0
46230UQ152PS201202010158,노외주차장,486,106,POINT (127.5848547588913 34.97284002957249),127.5848548,34.97284003,주차장,군유지,16.0
46230UQ152PS201202010157,기타 주차장시설,229,65,POINT (127.5870409541007 34.97225790448562),127.58704099999999,34.972257899999995,주차장,군유지,10.0
46230UQ152PS201202010156,노외주차장,523,99,POINT (127.5876807157126 34.97452236289068),127.5876807,34.97452236,주차장,군유지,18.0
46230UQ152PS201202010008,노외주차장,1890,171,POINT (127.5755320776675 34.97710400100411),127.5755321,34.977104,주차장,군유지,63.0
46230UQ152PS201202010007,노외주차장,1880,170,POINT (127.5754896237283 34.97877196273308),127.5754896,34.97877196,주차장,군유지,63.0
46230UQ152PS201202010155,노외주차장,295,68,POINT (127.5873874449109 34.97453511555992),127.58738740000001,34.97453512,주차장,군유지,12.0
46230UQ152PS201202010093,노외주차장,1375,159,POINT (127.6594746395699 34.91883626117919),127.65947460000001,34.91883626,주차장,국유지,46.0
46230UQ152PS201202010092,노외주차장,1348,158,POINT (127.657155604705 34.91990579847155),127.65715559999998,34.919905799999995,주차장,,45.0
46230UQ152PS201202010091,노외주차장,1323,156,POINT (127.6538305029292 34.91951050103638),127.6538305,34.9195105,주차장,개인,44.0
46230UQ152PS201202010090,노외주차장,556,104,POINT (127.6472528396302 34.91182154425103),127.64725279999999,34.91182154,주차장,개인,19.0
46230UQ152PS201309010142,노외주차장,4493,270,POINT (127.7026977134713 34.93504031028372),127.7026977,34.93504031,주차장,법인,96.0
46230UQ152PS201202010087,노외주차장,2457,204,POINT (127.7094992860649 34.93814833617676),127.7094993,34.93814834,주차장,군유지,79.0
46230UQ152PS201202010140,노외주차장,717,110,POINT (127.6873235702181 34.93868706976741),127.6873236,34.93868707,주차장,법인,22.0
46230UQ152PS201108057142,기타 주차장시설,1186,139,POINT (127.7592528371493 34.94779572357363),127.7592528,34.94779572,주차장,군유지,40.0
46230UQ152PS201108057141,기타 주차장시설,3761,257,POINT (127.7605847657972 34.95131253591446),127.7605848,34.95131254,주차장,군유지,102.0
46230UQ152PS201202010148,노외주차장,770,150,POINT (127.5886535863509 34.9822998245901),127.58865359999999,34.98229982,주차장,군유지,24.0
46230UQ152PS201810120175,노외주차장,772,121,POINT (127.7025430360317 34.95284558256774),127.70254299999999,34.95284558,주차장,군유지,24.0
46230UQ152PS201810120174,노외주차장,812,129,POINT (127.7025229068594 34.95183032376094),127.7025229,34.95183032,주차장,개인,30.0
46230UQ152PS201810120173,노외주차장,978,122,POINT (127.7034045893224 34.94958406021948),127.70340459999998,34.94958406,주차장,,31.0
46230UQ152PS201810120172,기타 주차장시설,4517,274,POINT (127.7254285205126 34.96376541521587),127.72542849999999,34.96376542,주차장,군유지,96.0
46230UQ152PS201810120171,기타 주차장시설,2318,268,POINT (127.721404339111 34.96510841232738),127.7214043,34.96510841,주차장,개인,75.0
46230UQ152PS201810120170,기타 주차장시설,1002,124,POINT (127.7228954919522 34.96614239939579),127.7228955,34.9661424,주차장,,33.0
46230UQ152PS201810120169,기타 주차장시설,1990,180,POINT (127.7196975653954 34.97110018147782),127.7196976,34.97110018,주차장,개인,66.0
46230UQ152PS201810120168,기타 주차장시설,1301,141,POINT (127.7220745037528 34.9702466385615),127.7220745,34.97024664,주차장,개인,43.0
46230UQ152PS201810120167,노외주차장,2085,184,POINT (127.5913607170698 34.97177007644541),127.59136070000001,34.97177008,주차장,군유지,67.0
46230UQ152PS201810120166,노외주차장,401,84,POINT (127.5647969176202 34.96147607429017),127.5647969,34.96147607,주차장,법인,13.0
46230UQ152PS201810120165,노외주차장,1959,228,POINT (127.5741262155158 34.95893213160218),127.57412620000001,34.95893213,주차장,,65.0
46230UQ152PS201810120164,노외주차장,832,160,POINT (127.5648891688887 34.95844841032255),127.5648892,34.95844841,주차장,개인,31.0
46230UQ152PS201810120163,노외주차장,857,115,POINT (127.713342717178 34.94662041345334),127.71334270000001,34.94662041,주차장,,32.0
46230UQ152PS201810120162,노외주차장,1257,148,POINT (127.7183289592036 34.94650046201008),127.718329,34.94650046,주차장,,42.0
46230UQ152PS201810120161,노외주차장,565,98,POINT (127.7148935084272 34.94418222178206),127.7148935,34.94418222,주차장,,19.0
46230UQ152PS201810120160,노외주차장,1531,168,POINT (127.5821539849603 35.00936747061044),127.582154,35.00936747,주차장,법인,51.0
46230UQ152PS201810120159,노외주차장,3486,411,POINT (127.5646326433598 35.0791830357402),127.56463259999998,35.07918304,주차장,군유지,94.0
46230UQ152PS201810120158,노외주차장,3584,253,POINT (127.5672148557847 35.08130332357677),127.5672149,35.08130332,주차장,군유지,97.0
46230UQ152PS201810120157,노외주차장,3354,282,POINT (127.5724134355747 35.08690195802814),127.5724134,35.08690196,주차장,군유지,91.0
46230UQ152PS201810120156,노외주차장,1125,133,POINT (127.6993230205043 34.93517284479046),127.69932299999999,34.93517284,주차장,군유지,38.0
46230UQ152PS201810120155,노외주차장,173,53,POINT (127.6993959558819 34.93477476116289),127.699396,34.93477476,주차장,개인,7.0
46230UQ152PS201810120154,노외주차장,1168,136,POINT (127.6992994887576 34.93259210449832),127.69929950000001,34.9325921,주차장,군유지,39.0
46230UQ152PS201810120153,노외주차장,314,70,POINT (127.7007146008123 34.93527601345068),127.7007146,34.93527601,주차장,군유지,12.0
46230UQ152PS201810120152,노외주차장,443,87,POINT (127.7003242824326 34.93413473086828),127.7003243,34.93413473,주차장,,15.0
46230UQ152PS201810120151,노외주차장,754,126,POINT (127.6994497543229 34.93414004913554),127.6994498,34.93414005,주차장,,24.0
46230UQ152PS201810120150,노외주차장,793,138,POINT (127.7201532056098 34.96118403775003),127.72015320000001,34.96118404,주차장,,25.0
46230UQ152PS201810120149,노외주차장,2035,193,POINT (127.7217142651393 34.96110073458595),127.72171429999999,34.96110073,주차장,개인,66.0
46230UQ152PS201810120148,노외주차장,3628,286,POINT (127.7177141219482 34.96761079484894),127.71771409999998,34.96761079,주차장,개인,98.0
46230UQ152PS201810120147,노외주차장,800,124,POINT (127.7127035568406 34.96000960344833),127.71270359999998,34.9600096,주차장,군유지,30.0
46230UQ152PS201810120146,노외주차장,221,60,POINT (127.7178754002637 34.9640634575553),127.7178754,34.96406346,주차장,군유지,9.0
46230UQ152PS201810120145,노외주차장,748,110,POINT (127.7189144839738 34.964108225911),127.7189145,34.96410823,주차장,개인,23.0
46230UQ152PS201810120144,노외주차장,564,106,POINT (127.7247726337643 34.96142732595177),127.72477260000001,34.96142733,주차장,개인,19.0
46230UQ152PS201810120143,노외주차장,439,84,POINT (127.7251148236267 34.96064715811846),127.7251148,34.96064716,주차장,법인,15.0
46230UQ152PS201202010084,기타 주차장시설,1369,159,POINT (127.6028229355501 34.96326359211371),127.6028229,34.96326359,주차장,개인,46.0
46230UQ152PS201202010081,기타 주차장시설,682,103,POINT (127.5918538578251 34.9733316950894),127.5918539,34.9733317,주차장,군유지,24.0
46230UQ152PS201202010078,주차장,712,111,POINT (127.7559768743854 34.94304400063115),127.75597690000001,34.943044,주차장,군유지,22.0
46230UQ152PS201202010077,기타 주차장시설,1719,167,POINT (127.7172144780601 34.96058092689334),127.7172145,34.96058093,주차장,개인,57.0
46230UQ152PS201202010075,노외주차장,3762,296,POINT (127.7562463479655 34.94558516691282),127.7562463,34.94558517,주차장,개인,102.0
46230UQ152PS201202010074,기타 주차장시설,1298,143,POINT (127.7260982584849 34.95293514854718),127.7260983,34.95293515,주차장,개인,43.0
46230UQ152PS201202010073,기타 주차장시설,1545,160,POINT (127.7226903548237 34.95290762898692),127.7226904,34.95290763,주차장,개인,52.0
46230UQ152PS201202010071,노외주차장,862,113,POINT (127.6988914508411 34.93091549723108),127.6988915,34.930915500000005,주차장,군유지,32.0
46230UQ152PS201202010070,노외주차장,1165,151,POINT (127.6953250216719 34.95092154627878),127.695325,34.95092155,주차장,군유지,39.0
46230UQ152PS201202010069,노외주차장,1698,160,POINT (127.6877547692937 34.94557969346297),127.6877548,34.94557969,주차장,군유지,57.0
46230UQ152PS201202010068,기타 주차장시설,1325,146,POINT (127.6746347866731 35.09248192386227),127.6746348,35.09248192,주차장,군유지,44.0
46230UQ152PS201202010067,노외주차장,604,95,POINT (127.6582253797176 34.91686457689099),127.65822539999999,34.91686458,주차장,,22.0
46230UQ152PS201202010066,노외주차장,1363,158,POINT (127.6561609105367 34.91845124556627),127.65616090000002,34.91845125,주차장,,45.0
46230UQ152PS201202010065,노외주차장,1336,157,POINT (127.6548385616905 34.92098535096317),127.65483859999999,34.92098535,주차장,종중,45.0
46230UQ152PS201202010064,노외주차장,630,99,POINT (127.6477569061591 34.91401781039888),127.64775690000002,34.91401781,주차장,개인,22.0
46230UQ152PS201202010063,노외주차장,1246,149,POINT (127.6099134859915 34.97085000853706),127.6099135,34.97085001,주차장,군유지,42.0
46230UQ152PS201202010061,노외주차장,1251,142,POINT (127.6070640425837 34.97400719029707),127.607064,34.97400719,주차장,군유지,42.0
46230UQ152PS201202010057,노외주차장,2354,205,POINT (127.5813519782117 34.97969655483998),127.581352,34.97969655,주차장,군유지,76.0
46230UQ152PS201202010056,노외주차장,1970,174,POINT (127.5807066556228 34.97252393750661),127.58070670000001,34.97252394,주차장,군유지,66.0
46230UQ152PS201202010054,기타 주차장시설,198,67,POINT (127.7151134048848 35.02087237769179),127.7151134,35.02087238,주차장,군유지,8.0
46230UQ152PS201202010053,기타 주차장시설,207,67,POINT (127.713340431783 35.02106834256139),127.7133404,35.02106834,주차장,군유지,9.0
46230UQ152PS201202010052,노외주차장,1449,149,POINT (127.700268687971 34.93937716267475),127.7002687,34.93937716,주차장,군유지,48.0
46230UQ152PS201202010051,노외주차장,1226,138,POINT (127.6989909489798 34.94095551625517),127.6989909,34.94095552,주차장,군유지,41.0
46230UQ152PS201202010050,노외주차장,2969,214,POINT (127.695427896046 34.93625307070486),127.69542790000001,34.93625307,주차장,군유지,96.0
46230UQ152PS201202010049,노외주차장,6191,327,POINT (127.6946696696305 34.94184510898729),127.69466969999999,34.94184511,주차장,군유지,117.0
46230UQ152PS201202010048,노외주차장,1762,211,POINT (127.6887738741125 34.94984577470162),127.6887739,34.94984577,주차장,군유지,59.0
46230UQ152PS201202010047,노외주차장,1705,160,POINT (127.6877322636424 34.94305511098671),127.68773229999998,34.94305511,주차장,군유지,57.0
46230UQ152PS201202010046,노외주차장,530,94,POINT (127.6831610300528 34.93816484346015),127.68316100000001,34.93816484,주차장,군유지,18.0
46230UQ152PS201202010042,노외주차장,1318,155,POINT (127.6584668136908 34.91736383179999),127.6584668,34.91736383,주차장,개인,44.0
46230UQ152PS201202010041,노외주차장,604,95,POINT (127.6576393324197 34.9203030628132),127.65763929999999,34.92030306,주차장,,22.0
46230UQ152PS201202010040,노외주차장,626,97,POINT (127.6560186799135 34.91790247220236),127.65601869999999,34.91790247,주차장,,22.0
46230UQ152PS201202010039,노외주차장,641,101,POINT (127.6551612562724 34.92145200195188),127.65516129999999,34.921452,주차장,개인,23.0
46230UQ152PS201202010038,노외주차장,597,98,POINT (127.6535170286121 34.91905189259295),127.653517,34.91905189,주차장,개인,21.0
46230UQ152PS201202010037,노외주차장,635,110,POINT (127.6478317547893 34.91523317462749),127.64783179999999,34.91523317,주차장,,23.0
46230UQ152PS201202010036,기타 주차장시설,2684,242,POINT (127.6472735605582 34.94297118349856),127.6472736,34.94297118,주차장,군유지,87.0
46230UQ152PS201202010035,노외주차장,1482,151,POINT (127.6461857801011 34.91568573558288),127.6461858,34.91568574,주차장,,49.0
46230UQ152PS201202010034,노외주차장,1286,141,POINT (127.6461873482276 34.91088767977727),127.6461873,34.91088768,주차장,개인,43.0
46230UQ152PS201202010033,노외주차장,1452,154,POINT (127.6454639885315 34.9129399995298),127.64546399999999,34.91294,주차장,개인,48.0
46230UQ152PS201202010032,노외주차장,1506,156,POINT (127.6433799666985 34.91294260337352),127.64338000000001,34.9129426,주차장,개인,50.0
46230UQ152PS201202010031,노외주차장,1250,141,POINT (127.6426431753058 34.9112023964467),127.64264320000001,34.9112024,주차장,,42.0
46230UQ152PS201202010030,노외주차장,2210,187,POINT (127.6426424288718 34.91587587801509),127.64264240000001,34.91587588,주차장,,71.0
46230UQ152PS201202010025,기타 주차장시설,359,74,POINT (127.588201737185 34.97235573718004),127.5882017,34.97235574,주차장,군유지,14.0
46230UQ152PS201202010024,노외주차장,1910,172,POINT (127.581725197447 34.97817808096106),127.58172520000001,34.97817808,주차장,군유지,64.0
46230UQ152PS201202010023,노외주차장,615,103,POINT (127.6405982915576 34.91178499596936),127.64059830000001,34.911784999999995,주차장,국유지,22.0
46230UQ152PS201202010022,노외주차장,623,108,POINT (127.63767378714 34.91176841551165),127.63767379999999,34.91176842,주차장,개인,22.0
46230UQ152PS201309010171,기타 주차장시설,729,117,POINT (127.7522833063379 34.94699978243121),127.75228329999999,34.94699978,주차장,군유지,23.0
46230UQ152PS201309010170,기타 주차장시설,3909,302,POINT (127.7002522944567 34.94020224541629),127.7002523,34.94020225,주차장,군유지,106.0
46230UQ152PS201309010166,기타 주차장시설,6782,543,POINT (127.5819828314331 34.92954005293483),127.58198279999999,34.92954005,주차장,,128.0
46230UQ152PS201309010165,기타 주차장시설,6031,346,POINT (127.5982452650696 34.92905588722945),127.5982453,34.92905589,주차장,개인,114.0
46230UQ152PS201309010160,기타 주차장시설,1200,150,POINT (127.715254379343 34.97791948144767),127.7152544,34.97791948,주차장,군유지,40.0
46230UQ152PS201309010062,노외주차장,2692,206,POINT (127.6064422894745 34.94261350089739),127.6064423,34.9426135,주차장,군유지,87.0
46230UQ152PS201309010161,노외주차장,3143,221,POINT (127.6063807656835 34.9444209654021),127.6063808,34.94442097,주차장,군유지,85.0
46230UQ152PS201207057038,기타 주차장시설,1715,166,POINT (127.7196483217902 34.97437151800636),127.7196483,34.97437152,주차장,군유지,57.0
46230UQ152PS201207057037,기타 주차장시설,980,125,POINT (127.7166697671832 34.97709705614884),127.71666979999999,34.97709706,주차장,군유지,31.0
46230UQ152PS201205116976,노외주차장,713,142,POINT (127.7606648542266 34.97708675058926),127.7606649,34.97708675,주차장,국유지,22.0
46230UQ152PS201205116977,노외주차장,382,230,POINT (127.7588597514064 34.97360528913606),127.7588598,34.97360529,주차장,국유지,15.0
46230UQ152PS201202010020,노외주차장,1587,162,POINT (127.609122764572 34.96947488799621),127.6091228,34.96947489,주차장,군유지,53.0
